EmployeeNumber,TotalWorkingYears,PercentSalaryHike,NumCompaniesWorked,YearsAtCompany,MonthlyRate,HireDate,WorkLifeBalance,StandardHours,EmployeeCount,EducationField,BusinessTravel,OverTime,DistanceFromHome,HourlyRate,YearsInCurrentRole,PerformanceRating,DailyRate,Attrition,Gender,Over18,JobInvolvement,TrainingTimesLastYear,YearsSinceLastPromotion,ManagerComments,JobLevel,StockOptionLevel,Age,JobSatisfaction,Department,MonthlyIncome,EnvironmentSatisfaction,MaritalStatus,RelationshipSatisfaction,YearsWithCurrManager,Education,JobRole
1238,14.0,12,2.0,4,7060,2012-11-11,2,80,1,Life Sciences,Rarely,Yes,1,30,2,3,1487,no,Female,Y,4,1,0,Excellent team player,3,2,32.0,3.0,SALES,$11319.0,2.0,Divorced,3,4,1,Sales Representative
1239,2.0,14,4.0,2,18326,2017-09-30,3,80,1,Life Sciences,Travel Rarely,YES,3,78,2,4,1354,NO,f,Y,2,2,1,Flight risk,1,2,42.0,4.0,research & development,4105.0,3.0,Divorsed,4,1,4,Manufacturing Director
1240,8.0,16,,8,26131,04-09-2008,0,80,1,Marketing,Rarely,No,6,64,3,4,968,True,F,Y,3,3,3,Meets expectations,3,0,51.0 years,3.0,Sales,11792.0,,Single,3,0,2,Manager
1241,2.0,15,1.0,1,24653,07/07/2013,3,80,1,,travel_frequently,no,6,82,1,3,1394,N,Male,Y,3,4,1,Recently promoted,1,0,33.0,3.0,Research & Development,$5819.0,3.0,divorced,4,0,4,Laboratory Technician
1242,12.0,16,3.0,2,14842,2014-05-23,2,80,1,Medical,Non-Travel,NO,3,81,2,3,1427,Y,Male,Y,2,4,0,Top performer,1,3,35.0,2.0,R&D,6736.0,4.0,MARRIED,3,0,4,Healthcare Representative
1243,9.0,16,4.0,9,12933,25/07/2017,2,80,1,Life Sciences,Travel Frequently,Y,4,83,2,3,127,Yes,MALE,Y,3,0,0,Excellent team player,1,0,31.0,4.0,Research&Development,6449.0,2.0,MARRIED,3,0,5,Research Director
1244,16.0,18,0.0,3,8632,2011-04-07,4,80,1,Technical Degree,Travel Rarely,N,26 km,76,1,3,843,0,female,Y,3,1,2,Meets expectations,4,1,27.0,2.0,R&D,14736.0,2.0,SINGLE,4,3,3,Healthcare Representative
1245,0.0,19,2.0,0,8755,2010-11-25,1,80,1,Medical,Travel Rarely,no,3,72,0,3,1322,True,Male,Y,4,4,0,Flight risk,1,1,31.0,1.0,research & development,3308.0,3.0,married,1,0,3,Research Scientist
1246,2.0,15,3.0,0,13130,14/06/2009,3,80,1,Life Sciences,travel_rarely,No,2,49,0,3,1205,N,M,Y,4,5,0,Recently promoted,2,2,25.0,3.0,research & development,11672.0,4.0,SINGLE,2,0,3,Research Scientist
1247,1.0,16,3.0,1,24973,07/03/2009,1,80,1,Medical,Travel_Rarely,no,2,62,1,3,1211,False,m,Y,4,1,0,Flight risk,2,1,37.0,3.0,Research and Development,5894.0,,single,3,1,3,Laboratory Technician
1248,2.0,16,3.0,2,7589,12-18-2022,2,80,1,Life Sciences,Travel_Rarely,N,4,45,1,4,679,0,m,Y,3,3,2,Meets expectations,5,0,30.0,3.0,Research&Development,nan,1.0,single,1,2,3,Laboratory Technician
1249,1.0,16,,1,13612,12-19-2015,2,80,1,Medical,travel_frequently,N,11,36,1,3,550,False,f,Y,2,2,1,Exceeded expectations,1,3,39.0,2.0,research & development,5646.0,2.0,Divorced,4,0,2,Healthcare Representative
1250,8.0,12,,0,16843,06-04-2013,4,80,1,Life Sciences,Rarely,Yes,1,99,0,4,532,0,FEMALE,Y,4,2,0,Good performer,3,0,22.0 years,3.0,Research&Development,9238.0,3.0,DIVORCED,4,0,3,Research Scientist
1251,9.0,14,4.0,7,20888,2013-08-22,2,80,1,Other,Travel Rarely,Y,9,50,1,4,473,0,F,Y,2,3,2,Remote worker,4,0,39.0,4.0,R&D,13813.0,2.0,SINGLE,2,0,3,Research Scientist
1252,18.0,11,4.0,5,21417,2020-05-15,4,80,1,Medical,Rarely,no,1,65,2,3,534,N,Male,Y,3,4,1,Recently promoted,2,0,44.0 years,4.0,,7881.0,1.0,Divorsed,4,4,4,Manufacturing Director
1253,5.0,24,0.0,1,14015,09-21-2004,4,80,1,Life Sciences,travel_frequently,no,4,83,1,3,1310,N,F,Y,2,2,1,Top performer,2,3,19.0 years,4.0,,9958.0,2.0,D,4,0,4,Research Scientist
1254,7.0,22,2.0,7,14672,2019-03-12,3,80,1,Medical,Rarely,yes,11,48,0,3,317,0,MALE,Y,4,3,2,Flight risk,3,1,40.0,4.0,research & development,9930.0,3.0,Married,3,6,3,Research Scientist
1255,40.0,11,3.0,4,4976,30/01/2008,3,80,1,Life Sciences,Rarely,NO,3,54,3,3,1231,no,FEMALE,Y,1,3,0,Top performer,4,0,48.0,2.0,Sales,nan,,single,2,3,2,Sales Executive
1256,7.0,11,1.0,7,19855,2012-05-31,4,80,1,Marketing,travel_rarely,N,6,96,1,3,1047,1,male,Y,2,3,3,Good performer,3,1,26.0,3.0,research & development,nan,4.0,Married,4,3,4,Laboratory Technician
1257,8.0,17,1.0,8,13891,2009-03-17,3,80,1,Medical,Travel Rarely,Y,1,82,6,3,448,Yes,M,Y,4,3,2,Average,1,0,52.0,4.0,Saless,7602.0,3.0,D,3,-1,3,Sales Executive
1258,40.0,11,2.0,2,8595,03-17-2009,3,80,1,Medical,Frequently,yes,10,77,0,4,887,N,f,Y,2,0,2,Remote worker,4,3,40.0,2.0,research & development,12394.0,3.0,Married,2,1,4,Healthcare Representative
1259,40.0,16,1.0,3,19526,23/04/2016,3,80,1,Life Sciences,Travel_Rarely,YES,1,71,2,3,125,YES,FEMALE,Y,4,0,1,Average,2,0,30.0,1.0,Research and Development,$8490.0,3.0,Married,4,2,4,Laboratory Technician
1260,5.0,12,2.0,2,15404,08-29-2004,2,80,1,Technical Degree,Rarely,yes,15,76,2,3,1171,N,MALE,Y,3,3,0,Meets expectations,2,1,36.0,3.0,Research & Development,7847.0,3.0,M,3,1,1,Healthcare Representative
1261,10.0,16,2.0,6,20952,09-04-2017,2,80,1,Marketing,Frequently,N,1,71,0,3,958,0,female,Y,4,3,0,High potential,3,1,42.0,3.0,SALES,10852.0,4.0,Married,4,6,4,Sales Executive
1262,6.0,16,,4,19992,2009-02-25,4,80,1,Life Sciences,Travel_Rarely,YES,16,31,1,3,469,Y,m,Y,3,1,4,,1,0,37.0,1.0,R&D,6214.0,4.0,Married,4,4,1,Research Scientist
1263,12.0,22,2.0,7,14825,2015-01-31,4,80,1,Life Sciences,Travel Rarely,no,3,35,3,3,1137,1,MALE,Y,3,3,5,,3,2,41.0,2.0,research & development,13506.0,3.0,S,1,2,3,Research Scientist
1264,27.0,21,2.0,0,23936,04/02/2005,3,80,1,Life Sciences,Travel_Rarely,No,10 km,75,0,3,1310,False,Male,Y,4,4,0,Meets expectations,2,0,28.0,4.0,research & development,8377.0,4.0,S,4,0,3,Research Scientist
1265,3.0,13,1.0,3,20281,06-23-2015,3,80,1,Other,Travel Rarely,no,3,95,0,3,983,NO,m,Y,3,3,0,,4,1,38.0,2.0,R&D,nan,3.0,divorced,4,3,2,Laboratory Technician
1266,17.0,18,3.0,1,4192,01/05/2010,4,80,1,Life Sciences,travel_rarely,N,18 km,69,1,4,378,NO,M,Y,3,3,1,Exceeded expectations,1,2,24.0,3.0,Research and Development,5493.0,2.0,Divorsed,3,0,4,Research Scientist
1267,10.0,21,2.0,1,14264,01-01-2011,3,80,1,Medical,travel_rarely,No,1,87,0,3,440,NO,male,Y,2,3,1,Exceeded expectations,2,1,35.0,,Research & Development,9526.0,2.0,S,4,0,1,Laboratory Technician
1268,3.0,14,2.0,3,3091,07-19-2012,3,80,1,Life Sciences,Rarely,N,1,62,3,3,1451,No,Male,Y,2,2,3,Average,3,0,28.0,4.0,Research and Development,10305.0,3.0,Divorsed,3,0,2,Laboratory Technician
1269,15.0,23,0.0,0,19083,2012-02-19,3,80,1,Life Sciences,Rarely,no,5,91,0,3,706,Yes,Female,Y,4,3,0,Key talent,1,3,30.0,4.0,Research&Development,nan,1.0,MARRIED,3,0,3,Research Scientist
1270,5.0,17,3.0,1,22476,2008-04-08,2,80,1,Medical,Non Travel,YES,1,41,0,3,1148,1,M,Y,2,1,0,,1,0,nan,2.0,Research and Development,6665.0,2.0,MARRIED,4,1,4,Research Scientist
1271,1.0,14,2.0,1,12093,2010-11-23,2,80,1,Human Resources,travel_frequently,N,1,78,1,3,628,No,female,Y,3,3,0,Average,5,1,46.0,2.0,Sales,18623.0,1.0,MARRIED,4,0,4,Sales Representative
1272,40.0,11,2.0,2,4178,01-26-2010,4,80,1,Medical,Non-Travel,Y,23,34,1,3,525,no,MALE,Y,3,3,0,,1,2,42.0,3.0,Sale,4009.0,4.0,divorced,1,2,4,Manager
1273,5.0,16,0.0,1,19116,2022-05-28,4,80,1,Marketing,travel_rarely,Y,29,80,1,3,128,YES,female,Y,3,1,1,Exceeded expectations,5,3,27.0,1.0,Research and Development,16747.0,1.0,Divorsed,3,1,3,Research Scientist
1274,7.0,15,3.0,6,15592,10-23-2004,3,80,1,Medical,Travel Frequently,No,3,98,1,3,1055,NO,MALE,Y,2,1,1,Top performer,1,1,34.0,3.0,sales,5359.0,3.0,Single,4,2,3,Sales Executive
1275,16.0,19,1.0,6,10704,2018-09-21,3,80,1,Life Sciences,Rarely,No,20,61,1,3,422,True,M,Y,4,2,3,Recently promoted,2,0,47.0,3.0,Sales,5943.0,4.0,D,1,1,1,Manager
1276,32.0,24,0.0,1,4687,15/07/2021,4,80,1,Life Sciences,Travel_Rarely,NO,6,78,0,3,412,0,M,Y,2,3,0,High potential,3,2,38.0,2.0,research & development,13392.0,3.0,single,4,1,2,Research Scientist
1277,20.0,24,2.0,2,5756,06/09/2008,3,80,1,Medical,Frequently,Y,2,89,0,3,683,No,Male,Y,4,2,1,Meets expectations,3,0,57.0,2.0,Research & Development,10981.0,3.0,Married,3,2,3,Research Director
1278,7.0,19,0.0,1,8061,2006-11-16,2,80,1,Human Resources,travel_frequently,NO,9,75,1,4,1393,False,Male,Y,4,2,1,Good performer,2,0,40.0,2.0,sales,nan,4.0,M,3,0,3,Sales Executive
1279,7.0,22,0.0,5,10623,08-11-2006,3,80,1,Technical Degree,Travel_Frequently,NO,8,97,0,3,861,NO,Female,Y,2,3,0,,2,3,38.0,1.0,Research&Development,nan,2.0,Married,2,2,3,Healthcare Representative
1280,3.0,21,3.0,2,24918,06-28-2007,2,80,1,Life Sciences,travel_frequently,N,29,70,0,3,394,Y,F,Y,4,2,1,,3,1,34.0,4.0,Research & Development,nan,2.0,S,2,0,4,Research Scientist
1281,,23,4.0,0,23769,07-22-2021,4,80,1,Life Sciences,No Travel,no,2,96,0,3,755,Yes,FEMALE,Y,3,2,0,Meets expectations,1,0,38.0,4.0,Sales,4093.0,4.0,DIVORCED,3,0,3,Manager
1282,29.0,18,2.0,0,6494,01-07-2020,3,80,1,Life Sciences,travel_rarely,Y,8 km,42,0,3,885,N,F,Y,4,5,0,Meets expectations,2,1,35.0,2.0,Research and Development,8328.0,1.0,S,3,0,1,Research Scientist
1283,12.0,17,3.0,1,3279,04-22-2015,1,80,1,Technical Degree,Travel_Rarely,no,1,47,0,3,322,NO,M,Y,3,4,0,High potential,1,0,43.0 years,1.0,sales,6010.0,,S,3,0,2,Sales Representative
1284,0.0,24,2.0,0,8538,07-01-2014,4,80,1,Technical Degree,travel_rarely,yes,1,80,0,3,174,NO,Male,Y,2,2,0,High potential,2,0,45.0,4.0,sales,$8242.0,1.0,married,2,0,4,Sales Executive
1285,1.0,12,2.0,0,4221,13/07/2022,4,80,1,Marketing,Rarely,N,1 km,65,0,3,201,N,male,Y,4,3,0,Excellent team player,1,0,29.0,4.0,H.R.,nan,,married,3,0,4,Human Resources
1286,25.0,24,3.0,1,7164,2021-05-09,3,80,1,Life Sciences,None,N,29,63,1,3,984,NO,Male,Y,4,3,1,Remote worker,1,2,25.0,4.0,,nan,3.0,divorced,4,1,4,Manufacturing Director
1287,18.0,18,0.0,0,2854,2007-02-06,3,80,1,Medical,Non Travel,N,12,41,0,4,272,No,male,Y,1,5,0,Exceeded expectations,2,2,20.0,3.0,R&D,nan,4.0,MARRIED,3,0,2,Laboratory Technician
1288,6.0,13,2.0,6,5212,2006-10-19,3,80,1,Medical,Travel_Rarely,no,12,34,4,4,1127,False,MALE,Y,4,3,0,Recently promoted,1,1,41.0,3.0,Research & Development,7224.0,3.0,SINGLE,3,1,5,Research Director
1289,9.0,16,1.0,6,20970,10-05-2009,3,80,1,Life Sciences,Frequently,Yes,5,77,1,3,494,yes,MALE,Y,4,3,1,Top performer,1,0,27.0,4.0,Research&Development,nan,4.0,D,1,2,2,Laboratory Technician
1290,3.0,20,1.0,1,23224,2020-01-07,3,80,1,Medical,Travel Rarely,N,2,69,1,3,932,no,m,Y,3,4,1,,3,1,nan,3.0,R&D,12214.0,3.0,married,3,1,1,Healthcare Representative
1291,15.0,17,0.0,1,21152,01/04/2008,3,80,1,Life Sciences,Travel Frequently,No,1,42,0,3,1103,no,f,Y,1,1,1,High potential,2,0,40.0,4.0,Research&Development,8441.0,4.0,SINGLE,4,1,5,Laboratory Technician
1292,9.0,22,3.0,9,16385,12-06-2020,4,80,1,Life Sciences,Non-Travel,no,2,55,7,3,266,False,f,Y,3,3,0,Flight risk,4,1,59.0,4.0,R&D,11745.0,3.0,MARRIED,3,2,2,Research Director
1293,,16,0.0,1,25612,19/01/2011,3,80,1,Technical Degree,travel_rarely,yes,3 km,43,1,3,399,YES,MALE,Y,4,2,1,Recently promoted,3,2,36.0,4.0,R&D,nan,1.0,M,4,1,3,Research Director
1294,4.0,15,2.0,4,14530,2019-07-13,2,80,1,Marketing,Rarely,YES,11,40,0,4,217,0,Female,Y,2,5,1,Key talent,1,1,44.0,4.0,Research and Development,5682.0,4.0,M,3,1,2,Research Scientist
1295,5.0,14,1.0,1,5340,08/02/2014,2,80,1,Medical,Rarely,NO,6,67,0,3,611,No,Female,Y,3,5,1,Flight risk,2,1,37.0,2.0,sales,7983.0,2.0,Married,1,1,3,Sales Representative
1296,2.0,12,2.0,0,23643,2018-11-11,1,80,1,Medical,travel_rarely,No,1 km,86,0,4,711,False,Male,Y,3,2,0,Exceeded expectations,1,3,36.0,2.0,Saless,$5659.0,3.0,Divorced,3,0,4,Sales Representative
1297,29.0,19,1.0,5,25124,14/04/2020,3,80,1,Life Sciences,travel_rarely,no,1,51,5,3,1298,Yes,M,Y,2,2,3,,3,1,45.0,,Sales,13514.0,4.0,D,4,0,3,Sales Executive
1298,29.0,24,2.0,4,11811,01-25-2012,2,80,1,Marketing,travel_rarely,N,1,45,1,3,258,NO,m,Y,3,2,2,Exceeded expectations,5,1,34.0,4.0,Research and Development,18089.0,4.0,Married,3,3,3,Laboratory Technician
1299,17.0,17,0.0,17,2275,2019-08-10,4,80,1,Marketing,travel_rarely,Y,4,58,1,3,1350,No,Female,Y,1,1,2,,2,1,39.0,,HR,nan,3.0,SINGLE,4,7,2,Human Resources
1300,27.0,17,2.0,8,25582,18/05/2023,4,80,1,Marketing,Rarely,No,21,31,0,4,1161,NO,f,Y,3,3,0,,3,0,39.0,1.0,sales,11142.0,3.0,D,3,4,3,Sales Representative
1301,10.0,14,2.0,2,14295,2008-12-03,4,80,1,Medical,Non Travel,YES,8,83,1,3,562,no,m,Y,3,3,0,Meets expectations,1,1,30.0,4.0,Research&Development,3789.0,3.0,M,2,0,3,Research Scientist
1302,2.0,24,2.0,2,22247,03-05-2023,4,80,1,Life Sciences,Travel Frequently,No,12,31,1,3,203,No,M,Y,2,3,1,Recently promoted,2,1,45.0,3.0,,7913.0,4.0,married,4,1,2,Research Scientist
1303,14.0,15,6.0,8,2714,2023-10-21,2,80,1,Life Sciences,Travel_Rarely,No,5 km,32,1,3,1081,0,MALE,Y,4,3,4,Exceeded expectations,4,0,35.0,4.0,Research and Development,12792.0,4.0,MARRIED,3,1,3,Laboratory Technician
1304,3.0,16,0.0,3,8054,08/10/2014,3,80,1,Medical,Travel_Rarely,NO,3,85,0,3,1316,NO,Male,Y,3,1,1,Flight risk,1,0,30.0,,R&D,$7337.0,3.0,DIVORCED,4,1,2,Laboratory Technician
1305,5.0,22,4.0,1,2809,2004-07-13,3,80,1,Life Sciences,travel_rarely,Y,1,40,0,3,349,No,M,Y,3,3,0,On PIP,1,3,41.0,2.0,Research & Development,6185.0,3.0,married,3,1,4,Healthcare Representative
1306,3.0,21,1.0,1,22110,06/10/2019,2,80,1,Marketing,Travel Rarely,N,16,61,1,3,1136,Y,FEMALE,Y,4,5,0,,2,1,28.0,1.0,Research & Development,8780.0,2.0,Single,4,1,3,Research Director
1307,5.0,22,2.0,1,15215,02/08/2007,4,80,1,Life Sciences,Rarely,yes,12,33,1,3,666,False,FEMALE,Y,2,3,1,High potential,3,0,37.0,3.0,sales,12853.0,2.0,M,4,0,2,Sales Executive
1308,11.0,12,5.0,9,22362,2012-10-16,3,80,1,Life Sciences,Rarely,YES,1,38,1,3,696,N,Female,Y,2,1,1,Flight risk,2,0,36.0,1.0,Research & Development,4969.0,4.0,Divorced,4,0,3,Research Scientist
1309,1.0,14,,1,11053,08/04/2019,2,80,1,Life Sciences,Travel_Rarely,yes,5,85,1,3,720,1,f,Y,1,1,1,Transferred from other dept,4,1,46.0,3.0,Research and Development,14882.0,4.0,SINGLE,3,0,3,Manufacturing Director
1310,1.0,23,,1,2036,18/04/2013,2,80,1,Other,travel_rarely,No,5,45,0,3,654,0,female,Y,2,2,1,High potential,1,0,41.0,3.0,sales,nan,4.0,Divorsed,4,1,4,Sales Representative
1311,11.0,14,0.0,8,26498,04/12/2015,3,80,1,Life Sciences,Travel Rarely,N,7,39,1,3,170,N,m,Y,4,4,0,High potential,2,0,36.0,2.0,Research&Development,7989.0,4.0,Married,3,0,5,Laboratory Technician
1312,15.0,22,3.0,0,12273,05-23-2011,1,80,1,Medical,Travel_Rarely,Yes,23,65,0,3,1055,YES,f,Y,4,2,0,High potential,3,2,44.0,3.0,human resources,10532.0,2.0,MARRIED,4,0,3,Human Resources
1313,8.0,23,2.0,4,21692,2005-12-10,2,80,1,Medical,Travel Rarely,No,6,53,4,3,1072,No,male,Y,4,4,3,,1,1,49.0,4.0,Research & Development,5992.0,3.0,S,3,0,4,Laboratory Technician
1314,2.0,14,2.0,2,14499,01/05/2014,3,80,1,Life Sciences,travel_frequently,Y,6,93,2,3,537,False,FEMALE,Y,4,4,1,,3,0,42.0,4.0,HR,11342.0,3.0,S,1,2,3,Human Resources
1315,5.0,17,5.0,2,13403,2004-04-26,4,80,1,Medical,travel_rarely,N,1,85,0,3,1167,N,male,Y,1,3,0,Meets expectations,1,0,37.0,3.0,Research and Development,7017.0,3.0,Divorsed,4,2,2,Manufacturing Director
1316,14.0,23,4.0,1,17037,2022-03-02,4,80,1,Medical,Travel_Frequently,NO,1,51,0,3,1395,0,female,Y,3,2,0,Remote worker,1,1,25.0,1.0,Research & Development,4097.0,3.0,S,4,1,4,Laboratory Technician
1317,11.0,17,0.0,3,21039,2012-04-26,3,80,1,Medical,Non Travel,N,1,81,3,3,1137,No,M,Y,1,3,2,Average,1,0,27.0,,R&D,6063.0,2.0,married,3,3,3,Healthcare Representative
1318,1.0,17,1.0,1,16017,10/04/2021,3,80,1,Technical Degree,travel_rarely,no,1,79,1,4,1494,NO,M,Y,1,4,0,Key talent,4,0,34.0,4.0,Sale,$14243.0,3.0,married,4,0,3,Sales Executive
1319,34.0,17,1.0,3,19365,07/10/2022,4,80,1,Life Sciences,Travel Rarely,N,10,76,0,3,1235,N,M,Y,3,1,0,Average,2,0,31.0,4.0,Saless,5547.0,4.0,single,4,2,4,Sales Executive
1320,2.0,12,6.0,0,16696,2016-07-01,4,80,1,Life Sciences,Travel Rarely,No,10,52,0,3,413,0,MALE,Y,3,5,0,Meets expectations,3,0,35.0,3.0,Research & Development,9622.0,4.0,S,1,0,3,Healthcare Representative
1321,,15,1.0,0,8447,07-01-2005,3,80,1,Human Resources,Travel_Rarely,No,1,48,0,3,584,N,female,Y,3,3,0,Exceeded expectations,1,0,37.0,3.0,Sales,$4775.0,4.0,M,3,0,4,Sales Representative
1322,6.0,20,2.0,6,14583,2005-05-06,4,80,1,Life Sciences,travel_rarely,NO,14,81,1,3,268,NO,Female,Y,1,2,0,New hire,2,3,41.0,4.0,research & development,9668.0,2.0,Divorced,3,0,4,Research Scientist
1323,3.0,12,2.0,2,2151,2008-02-23,3,80,1,Medical,Rarely,No,1,63,0,3,987,1,male,Y,3,3,2,On PIP,2,0,36.0,3.0,research & development,8695.0,3.0,MARRIED,4,0,3,Laboratory Technician
1324,40.0,15,1.0,7,16257,05-08-2004,2,80,1,Marketing,travel_frequently,yes,2 km,58,0,3,902,No,MALE,Y,1,2,1,Exceeded expectations,4,0,41.0,1.0,SALES,12248.0,1.0,married,2,0,3,Sales Executive
1325,0.0,22,2.0,0,13486,2017-06-17,4,80,1,Life Sciences,Travel_Rarely,NO,2,90,0,3,345,N,M,Y,3,2,0,,3,0,37.0,,Research&Development,10789.0,2.0,M,1,0,3,Healthcare Representative
1326,3.0,16,3.0,3,15507,2011-01-06,3,80,1,Medical,Travel_Rarely,N,3,64,1,4,365,No,MALE,Y,3,3,2,New hire,3,1,19.0,1.0,Research&Development,14026.0,3.0,M,2,0,5,Laboratory Technician
1327,4.0,13,2.0,4,11514,04-22-2012,3,80,1,Life Sciences,Rarely,Y,2,34,0,3,948,False,M,Y,2,1,1,,1,2,28.0,4.0,Sales,$5166.0,1.0,MARRIED,2,1,3,Sales Representative
1328,6.0,16,2.0,0,7648,2012-09-14,3,80,1,Life Sciences,Non Travel,N,5,36,0,3,342,False,FEMALE,Y,2,2,0,Top performer,2,0,35.0,3.0,Sale,7509.0,3.0,Divorsed,2,0,1,Sales Executive
1329,0.0,15,2.0,0,3511,2010-01-17,2,80,1,Life Sciences,Travel_Rarely,No,4,70,0,3,1423,yes,Male,Y,1,2,0,Exceeded expectations,2,2,26.0,1.0,H.R.,nan,3.0,married,3,0,3,Human Resources
1330,0.0,14,4.0,0,20642,04-10-2008,2,80,1,Marketing,Travel_Rarely,No,29,31,0,3,1450,NO,M,Y,3,2,0,Remote worker,4,0,42.0,,sales,15145.0,1.0,married,4,0,3,Manager
1331,2.0,20,1.0,0,18615,06/11/2010,1,80,1,Life Sciences,Rarely,no,1,39,0,3,629,Y,M,Y,1,2,0,Transferred from other dept,1,2,50.0,3.0,Research&Development,$4315.0,3.0,Single,1,0,1,Healthcare Representative
1332,8.0,19,0.0,5,21126,08/01/2018,2,80,1,Medical,Rarely,Y,1,73,0,3,946,1,male,Y,4,3,5,Remote worker,1,0,47.0,1.0,Sales,5753.0,,Divorsed,3,1,1,Sales Executive
1333,14.0,21,2.0,14,26225,2023-03-13,2,80,1,Human Resources,No Travel,no,1,99,1,3,1103,False,MALE,Y,1,2,2,Good performer,2,0,35.0,2.0,Research&Development,7506.0,1.0,S,3,2,3,Research Scientist
1334,11.0,24,1.0,10,22846,2018-01-25,3,80,1,Medical,Travel_Rarely,N,7,64,1,3,441,NO,f,Y,4,1,4,Transferred from other dept,1,0,50.0,4.0,human resources,6078.0,2.0,Single,3,0,3,Human Resources
1335,8.0,18,4.0,4,9749,2006-10-08,4,80,1,Medical,Rarely,NO,1,91,2,3,1372,yes,m,Y,3,1,4,Needs improvement,1,0,38.0 years,3.0,research & development,5254.0,2.0,M,2,1,3,Manufacturing Director
1336,5.0,22,3.0,5,2571,04/05/2019,4,80,1,Medical,Travel Rarely,no,14,49,1,3,859,0,male,Y,3,0,3,Remote worker,4,1,33.0 years,,Research & Development,14722.0,2.0,MARRIED,2,5,2,Manufacturing Director
1337,20.0,17,3.0,0,19586,2007-06-18,2,80,1,Life Sciences,Travel_Rarely,no,5,64,0,4,897,NO,MALE,Y,4,0,0,New hire,2,0,31.0,1.0,Research & Development,6861.0,2.0,Married,3,0,2,Manufacturing Director
1338,6.0,21,5.0,3,14232,07/12/2006,4,80,1,Medical,Rarely,No,5,66,1,3,631,NO,Male,Y,3,4,1,On PIP,4,1,34.0,2.0,research & development,12768.0,3.0,M,4,3,3,Laboratory Technician
1339,3.0,11,2.0,2,11762,2004-03-22,3,80,1,Medical,Travel_Frequently,Yes,6,83,2,3,963,N,male,Y,2,3,2,Top performer,3,0,33.0,4.0,research & development,12418.0,1.0,divorced,1,2,3,Healthcare Representative
1340,9.0,19,0.0,2,15217,2012-11-06,3,80,1,Other,Travel Rarely,no,1,57,2,3,141,no,F,Y,1,6,2,Average,1,1,38.0,4.0,Sale,nan,1.0,SINGLE,2,1,2,Sales Executive
1341,11.0,19,2.0,0,11231,04-10-2011,2,80,1,Human Resources,travel_rarely,NO,1 km,99,0,4,1468,N,Female,Y,4,0,0,Good performer,2,0,38.0,2.0,Sales,8427.0,4.0,D,4,0,3,Sales Executive
1342,5.0,16,1.0,5,8609,02-25-2008,3,80,1,Technical Degree,Travel_Rarely,No,3,61,5,4,698,False,MALE,Y,2,4,0,Flight risk,1,1,37.0,4.0,research & development,4540.0,2.0,Married,3,4,3,Laboratory Technician
1343,0.0,17,2.0,0,16629,2005-10-23,4,80,1,Technical Degree,Travel_Frequently,Y,7,40,0,3,1384,No,M,Y,3,3,0,Flight risk,4,0,40.0,2.0,Sale,15348.0,3.0,Married,4,0,1,Manager
1344,0.0,23,2.0,0,14273,05-02-2022,3,80,1,Medical,Non-Travel,yes,1 km,71,0,3,405,0,m,Y,4,3,0,Average,2,0,47.0,4.0,Research & Development,7088.0,2.0,M,4,0,2,Manufacturing Director
1345,18.0,13,0.0,0,18554,07-03-2010,2,80,1,Medical,Travel_Frequently,No,1,52,0,3,908,yes,MALE,Y,3,2,0,Exceeded expectations,2,0,45.0,4.0,Research & Development,7796.0,4.0,SINGLE,3,0,1,Laboratory Technician
1346,0.0,15,,0,7151,02-10-2022,3,80,1,Technical Degree,Frequently,Yes,28,59,0,3,961,YES,F,Y,2,2,0,New hire,1,2,23.0,1.0,Research and Development,6178.0,2.0,M,4,0,4,Laboratory Technician
1347,8.0,17,3.0,8,8406,03-07-2013,2,80,1,Life Sciences,non-travel,NO,1,38,6,4,1363,NO,FEMALE,Y,2,4,0,Good performer,2,1,18.0,3.0,Saless,9759.0,3.0,Married,2,0,4,Manager
1348,2.0,11,1.0,2,16294,11-07-2017,3,80,1,Human Resources,Travel_Rarely,no,12,88,2,3,778,No,M,Y,1,3,1,,1,0,45.0,,sales,4214.0,2.0,Married,2,2,4,Sales Executive
1349,2.0,22,4.0,2,16893,2021-08-02,4,80,1,Medical,Rarely,N,12,57,2,3,1436,NO,MALE,Y,3,3,0,Remote worker,2,0,24.0,3.0,Research & Development,10939.0,3.0,married,4,2,4,Research Scientist
1350,,11,2.0,3,2188,2012-07-14,3,80,1,Medical,travel_rarely,NO,2,62,3,3,830,1,m,Y,3,0,0,Transferred from other dept,3,0,34.0,3.0,R&D,11469.0,3.0,divorced,3,2,3,Research Director
1351,0.0,15,2.0,0,15073,24/01/2016,4,80,1,Medical,Travel Rarely,no,1,76,0,3,540,N,female,Y,3,2,0,,3,0,26.0,3.0,Research and Development,9435.0,2.0,Married,2,0,3,Healthcare Representative
1352,1.0,19,1.0,1,23062,02-11-2017,4,80,1,Human Resources,No Travel,yes,1,51,1,4,1032,no,F,Y,2,5,1,Flight risk,1,1,20.0,4.0,Research&Development,5553.0,1.0,divorced,4,0,3,Research Scientist
1353,10.0,17,1.0,2,9145,04-06-2004,1,80,1,Life Sciences,Travel Rarely,No,9,58,1,3,1002,0,M,Y,2,3,2,Flight risk,2,0,41.0,,Research&Development,nan,4.0,married,1,2,1,Laboratory Technician
